"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]","Sademäärä [mm]"
"Helsinki Kumpula","2024","6","17","21:20","15.9","0"
"Helsinki Kumpula","2024","6","17","21:30","15.6","0"
"Helsinki Kumpula","2024","6","17","21:40","15.6","0"
"Helsinki Kumpula","2024","6","17","21:50","15.6","0"
"Helsinki Kumpula","2024","6","17","22:00","15.6","0"
"Helsinki Kumpula","2024","6","17","22:10","16.2","0"
"Helsinki Kumpula","2024","6","17","22:20","15.9","0"
"Helsinki Kumpula","2024","6","17","22:30","16.1","0"
"Helsinki Kumpula","2024","6","17","22:40","15.8","0"
"Helsinki Kumpula","2024","6","17","22:50","15.8","0"
"Helsinki Kumpula","2024","6","17","23:00","16.2","0"
"Helsinki Kumpula","2024","6","17","23:10","16","0"
"Helsinki Kumpula","2024","6","17","23:20","15.8","0"
"Helsinki Kumpula","2024","6","17","23:30","15.8","0"
"Helsinki Kumpula","2024","6","17","23:40","15.8","0"
"Helsinki Kumpula","2024","6","17","23:50","15.7","0"
"Helsinki Kumpula","2024","6","18","00:00","15.8","0"
"Helsinki Kumpula","2024","6","18","00:10","15.8","0"
"Helsinki Kumpula","2024","6","18","00:20","15.7","0"
"Helsinki Kumpula","2024","6","18","00:30","15.6","0"
"Helsinki Kumpula","2024","6","18","00:40","15.6","0"
"Helsinki Kumpula","2024","6","18","00:50","15.6","0"
"Helsinki Kumpula","2024","6","18","01:00","15.6","0"
"Helsinki Kumpula","2024","6","18","01:10","15.5","0"
"Helsinki Kumpula","2024","6","18","01:20","15.5","0"
"Helsinki Kumpula","2024","6","18","01:30","15.5","0"
"Helsinki Kumpula","2024","6","18","01:40","15.6","0"
"Helsinki Kumpula","2024","6","18","01:50","15.4","0"
"Helsinki Kumpula","2024","6","18","02:00","15.2","0"
"Helsinki Kumpula","2024","6","18","02:10","15.3","0"
"Helsinki Kumpula","2024","6","18","02:20","15.4","0"
"Helsinki Kumpula","2024","6","18","02:30","15.4","0"
"Helsinki Kumpula","2024","6","18","02:40","15.4","0"
"Helsinki Kumpula","2024","6","18","02:50","15.6","0"
"Helsinki Kumpula","2024","6","18","03:00","15.7","0"
"Helsinki Kumpula","2024","6","18","03:10","15.8","0"
"Helsinki Kumpula","2024","6","18","03:20","15.7","0"
"Helsinki Kumpula","2024","6","18","03:30","15.6","0"
"Helsinki Kumpula","2024","6","18","03:40","15.6","0"
"Helsinki Kumpula","2024","6","18","03:50","15.4","0"
"Helsinki Kumpula","2024","6","18","04:00","15.4","0"
"Helsinki Kumpula","2024","6","18","04:10","15.4","0"
"Helsinki Kumpula","2024","6","18","04:20","15.6","0"
"Helsinki Kumpula","2024","6","18","04:30","15.6","0"
"Helsinki Kumpula","2024","6","18","04:40","15.7","0"
"Helsinki Kumpula","2024","6","18","04:50","15.8","0"
"Helsinki Kumpula","2024","6","18","05:00","15.8","0"
"Helsinki Kumpula","2024","6","18","05:10","15.8","0"
"Helsinki Kumpula","2024","6","18","05:20","15.8","0"
"Helsinki Kumpula","2024","6","18","05:30","15.9","0"
"Helsinki Kumpula","2024","6","18","05:40","15.9","0"
"Helsinki Kumpula","2024","6","18","05:50","15.9","0"
"Helsinki Kumpula","2024","6","18","06:00","15.9","0"
"Helsinki Kumpula","2024","6","18","06:10","15.8","0"
"Helsinki Kumpula","2024","6","18","06:20","15.9","0"
"Helsinki Kumpula","2024","6","18","06:30","15.9","0"
"Helsinki Kumpula","2024","6","18","06:40","15.9","0"
"Helsinki Kumpula","2024","6","18","06:50","16","0"
"Helsinki Kumpula","2024","6","18","07:00","16.1","0"
"Helsinki Kumpula","2024","6","18","07:10","16.3","0"
"Helsinki Kumpula","2024","6","18","07:20","16.4","0"
"Helsinki Kumpula","2024","6","18","07:30","16.6","0"
"Helsinki Kumpula","2024","6","18","07:40","16.7","0"
"Helsinki Kumpula","2024","6","18","07:50","16.8","0"
"Helsinki Kumpula","2024","6","18","08:00","16.9","0"
"Helsinki Kumpula","2024","6","18","08:10","17.1","0"
"Helsinki Kumpula","2024","6","18","08:20","17","0"
"Helsinki Kumpula","2024","6","18","08:30","17","0"
"Helsinki Kumpula","2024","6","18","08:40","17.3","0"
"Helsinki Kumpula","2024","6","18","08:50","17.7","0"
"Helsinki Kumpula","2024","6","18","09:00","17.9","0"
"Helsinki Kumpula","2024","6","18","09:10","18.2","0"
"Helsinki Kumpula","2024","6","18","09:20","18.1","0"
"Helsinki Kumpula","2024","6","18","09:30","18.8","0"
"Helsinki Kumpula","2024","6","18","09:40","18.9","0"
"Helsinki Kumpula","2024","6","18","09:50","18.9","0"
"Helsinki Kumpula","2024","6","18","10:00","19.4","0"
"Helsinki Kumpula","2024","6","18","10:10","20.2","0"
"Helsinki Kumpula","2024","6","18","10:20","20.4","0"
"Helsinki Kumpula","2024","6","18","10:30","19.7","0"
"Helsinki Kumpula","2024","6","18","10:40","20.8","0"
"Helsinki Kumpula","2024","6","18","10:50","20.1","0"
"Helsinki Kumpula","2024","6","18","11:00","20.3","0"
"Helsinki Kumpula","2024","6","18","11:10","20.7","0"
"Helsinki Kumpula","2024","6","18","11:20","21.3","0"
"Helsinki Kumpula","2024","6","18","11:30","21.4","0"
"Helsinki Kumpula","2024","6","18","11:40","20.9","0"
"Helsinki Kumpula","2024","6","18","11:50","20.7","0"
"Helsinki Kumpula","2024","6","18","12:00","20.8","0"
"Helsinki Kumpula","2024","6","18","12:10","21.2","0"
"Helsinki Kumpula","2024","6","18","12:20","21.4","0"
"Helsinki Kumpula","2024","6","18","12:30","21.2","0"
"Helsinki Kumpula","2024","6","18","12:40","20.7","0"
"Helsinki Kumpula","2024","6","18","12:50","20.6","0"
"Helsinki Kumpula","2024","6","18","13:00","20.7","0"
"Helsinki Kumpula","2024","6","18","13:10","21.9","0"
"Helsinki Kumpula","2024","6","18","13:20","21.4","0"
"Helsinki Kumpula","2024","6","18","13:30","21.3","0"
"Helsinki Kumpula","2024","6","18","13:40","21.7","0"
"Helsinki Kumpula","2024","6","18","13:50","21","0"
"Helsinki Kumpula","2024","6","18","14:00","21.1","0"
"Helsinki Kumpula","2024","6","18","14:10","21","0"
"Helsinki Kumpula","2024","6","18","14:20","21.2","0"
"Helsinki Kumpula","2024","6","18","14:30","22","0"
"Helsinki Kumpula","2024","6","18","14:40","21.7","0"
"Helsinki Kumpula","2024","6","18","14:50","22","0"
"Helsinki Kumpula","2024","6","18","15:00","22.5","0"
"Helsinki Kumpula","2024","6","18","15:10","21.9","0"
"Helsinki Kumpula","2024","6","18","15:20","21.7","0"
"Helsinki Kumpula","2024","6","18","15:30","21.5","0"
"Helsinki Kumpula","2024","6","18","15:40","20.7","0"
"Helsinki Kumpula","2024","6","18","15:50","20.9","0"
"Helsinki Kumpula","2024","6","18","16:00","20.4","0"
"Helsinki Kumpula","2024","6","18","16:10","20.1","0"
"Helsinki Kumpula","2024","6","18","16:20","20.3","0"
"Helsinki Kumpula","2024","6","18","16:30","20.5","0"
"Helsinki Kumpula","2024","6","18","16:40","20","0"
"Helsinki Kumpula","2024","6","18","16:50","19.7","0"
"Helsinki Kumpula","2024","6","18","17:00","20","0"
"Helsinki Kumpula","2024","6","18","17:10","20.5","0"
"Helsinki Kumpula","2024","6","18","17:20","20.8","0"
"Helsinki Kumpula","2024","6","18","17:30","20.4","0"
"Helsinki Kumpula","2024","6","18","17:40","20.3","0"
"Helsinki Kumpula","2024","6","18","17:50","20.2","0"
"Helsinki Kumpula","2024","6","18","18:00","20","0"
"Helsinki Kumpula","2024","6","18","18:10","20.2","0"
"Helsinki Kumpula","2024","6","18","18:20","20","0"
"Helsinki Kumpula","2024","6","18","18:30","19.7","0"
"Helsinki Kumpula","2024","6","18","18:40","19.4","0"
"Helsinki Kumpula","2024","6","18","18:50","19.1","0"
"Helsinki Kumpula","2024","6","18","19:00","19.2","0"
"Helsinki Kumpula","2024","6","18","19:10","18.7","0"
"Helsinki Kumpula","2024","6","18","19:20","18.7","0"
"Helsinki Kumpula","2024","6","18","19:30","18.3","0"
"Helsinki Kumpula","2024","6","18","19:40","18.1","0"
"Helsinki Kumpula","2024","6","18","19:50","17.8","0"
"Helsinki Kumpula","2024","6","18","20:00","17.8","0"
"Helsinki Kumpula","2024","6","18","20:10","17.7","0"
"Helsinki Kumpula","2024","6","18","20:20","17.9","0"
"Helsinki Kumpula","2024","6","18","20:30","17.4","0"
"Helsinki Kumpula","2024","6","18","20:40","16.9","0"
"Helsinki Kumpula","2024","6","18","20:50","16","0"
"Helsinki Kumpula","2024","6","18","21:00","15.9","0"
"Helsinki Kumpula","2024","6","18","21:10","15.7","0"
"Helsinki Kumpula","2024","6","18","21:20","15.5","0"
"Helsinki Kumpula","2024","6","18","21:30","15.3","0"
"Helsinki Kumpula","2024","6","18","21:40","15.3","0"
"Helsinki Kumpula","2024","6","18","21:50","15.4","0"
"Helsinki Kumpula","2024","6","18","22:00","15.2","0"
"Helsinki Kumpula","2024","6","18","22:10","15.1","0"
"Helsinki Kumpula","2024","6","18","22:20","14.8","0"
"Helsinki Kumpula","2024","6","18","22:30","14.6","0"
"Helsinki Kumpula","2024","6","18","22:40","14.6","0"
"Helsinki Kumpula","2024","6","18","22:50","14.5","0"
"Helsinki Kumpula","2024","6","18","23:00","14.3","0"
"Helsinki Kumpula","2024","6","18","23:10","14.1","0"
"Helsinki Kumpula","2024","6","18","23:20","14","0"
"Helsinki Kumpula","2024","6","18","23:30","13.9","0"
"Helsinki Kumpula","2024","6","18","23:40","13.7","0"
"Helsinki Kumpula","2024","6","18","23:50","13.5","0"
"Helsinki Kumpula","2024","6","19","00:00","13.4","0"
"Helsinki Kumpula","2024","6","19","00:10","13.4","0"
"Helsinki Kumpula","2024","6","19","00:20","13.4","0"
"Helsinki Kumpula","2024","6","19","00:30","13.3","0"
"Helsinki Kumpula","2024","6","19","00:40","13.3","0"
"Helsinki Kumpula","2024","6","19","00:50","13.2","0"
"Helsinki Kumpula","2024","6","19","01:00","13.1","0"
"Helsinki Kumpula","2024","6","19","01:10","12.9","0"
"Helsinki Kumpula","2024","6","19","01:20","12.9","0"
"Helsinki Kumpula","2024","6","19","01:30","12.8","0"
"Helsinki Kumpula","2024","6","19","01:40","12.7","0"
"Helsinki Kumpula","2024","6","19","01:50","12.6","0"
"Helsinki Kumpula","2024","6","19","02:00","12.9","0"
"Helsinki Kumpula","2024","6","19","02:10","13","0"
"Helsinki Kumpula","2024","6","19","02:20","12.9","0"
"Helsinki Kumpula","2024","6","19","02:30","12.9","0"
"Helsinki Kumpula","2024","6","19","02:40","13","0"
"Helsinki Kumpula","2024","6","19","02:50","13.1","0"
"Helsinki Kumpula","2024","6","19","03:00","13.4","0"
"Helsinki Kumpula","2024","6","19","03:10","13.6","0"
"Helsinki Kumpula","2024","6","19","03:20","13.7","0"
"Helsinki Kumpula","2024","6","19","03:30","13.8","0"
"Helsinki Kumpula","2024","6","19","03:40","13.8","0"
"Helsinki Kumpula","2024","6","19","03:50","13.8","0"
"Helsinki Kumpula","2024","6","19","04:00","13.6","0"
"Helsinki Kumpula","2024","6","19","04:10","13.4","0"
"Helsinki Kumpula","2024","6","19","04:20","13.3","0"
"Helsinki Kumpula","2024","6","19","04:30","13.2","0"
"Helsinki Kumpula","2024","6","19","04:40","13.2","0"
"Helsinki Kumpula","2024","6","19","04:50","13.1","0"
"Helsinki Kumpula","2024","6","19","05:00","13.1","0"
"Helsinki Kumpula","2024","6","19","05:10","13.3","0"
"Helsinki Kumpula","2024","6","19","05:20","13.4","0"
"Helsinki Kumpula","2024","6","19","05:30","13.5","0"
"Helsinki Kumpula","2024","6","19","05:40","13.7","0"
"Helsinki Kumpula","2024","6","19","05:50","14.1","0"
"Helsinki Kumpula","2024","6","19","06:00","14.4","0"
"Helsinki Kumpula","2024","6","19","06:10","14.7","0"
"Helsinki Kumpula","2024","6","19","06:20","14.9","0"
"Helsinki Kumpula","2024","6","19","06:30","14.8","0"
"Helsinki Kumpula","2024","6","19","06:40","14.8","0"
"Helsinki Kumpula","2024","6","19","06:50","15.1","0"
"Helsinki Kumpula","2024","6","19","07:00","15.5","0"
"Helsinki Kumpula","2024","6","19","07:10","16","0"
"Helsinki Kumpula","2024","6","19","07:20","15.5","0"
"Helsinki Kumpula","2024","6","19","07:30","15.7","0"
"Helsinki Kumpula","2024","6","19","07:40","16.2","0"
"Helsinki Kumpula","2024","6","19","07:50","15.8","0"
"Helsinki Kumpula","2024","6","19","08:00","16.2","0"
"Helsinki Kumpula","2024","6","19","08:10","15.6","0"
"Helsinki Kumpula","2024","6","19","08:20","16","0"
"Helsinki Kumpula","2024","6","19","08:30","17","0"
"Helsinki Kumpula","2024","6","19","08:40","16","0"
"Helsinki Kumpula","2024","6","19","08:50","16.5","0"
"Helsinki Kumpula","2024","6","19","09:00","16.2","0"
"Helsinki Kumpula","2024","6","19","09:10","16.2","0"
"Helsinki Kumpula","2024","6","19","09:20","16.1","0"
"Helsinki Kumpula","2024","6","19","09:30","16","0"
"Helsinki Kumpula","2024","6","19","09:40","16","0"
"Helsinki Kumpula","2024","6","19","09:50","16.2","0"
"Helsinki Kumpula","2024","6","19","10:00","16.2","0"
"Helsinki Kumpula","2024","6","19","10:10","16.2","0"
"Helsinki Kumpula","2024","6","19","10:20","16.2","0"
"Helsinki Kumpula","2024","6","19","10:30","16.2","0"
"Helsinki Kumpula","2024","6","19","10:40","16","0"
"Helsinki Kumpula","2024","6","19","10:50","16.1","0"
"Helsinki Kumpula","2024","6","19","11:00","16","0"
"Helsinki Kumpula","2024","6","19","11:10","16","0"
"Helsinki Kumpula","2024","6","19","11:20","16.1","0"
"Helsinki Kumpula","2024","6","19","11:30","16.2","0"
"Helsinki Kumpula","2024","6","19","11:40","16.2","0"
"Helsinki Kumpula","2024","6","19","11:50","16.5","0"
"Helsinki Kumpula","2024","6","19","12:00","16.8","0"
"Helsinki Kumpula","2024","6","19","12:10","16.3","0"
"Helsinki Kumpula","2024","6","19","12:20","15.9","0"
"Helsinki Kumpula","2024","6","19","12:30","16","0"
"Helsinki Kumpula","2024","6","19","12:40","16.2","0"
"Helsinki Kumpula","2024","6","19","12:50","16.1","0"
"Helsinki Kumpula","2024","6","19","13:00","16.2","0"
"Helsinki Kumpula","2024","6","19","13:10","16.2","0"
"Helsinki Kumpula","2024","6","19","13:20","16.1","0"
"Helsinki Kumpula","2024","6","19","13:30","16.3","0"
"Helsinki Kumpula","2024","6","19","13:40","16.3","0"
"Helsinki Kumpula","2024","6","19","13:50","16.4","0"
"Helsinki Kumpula","2024","6","19","14:00","16.1","0"
"Helsinki Kumpula","2024","6","19","14:10","16.1","0"
"Helsinki Kumpula","2024","6","19","14:20","15.9","0"
"Helsinki Kumpula","2024","6","19","14:30","16.2","0"
"Helsinki Kumpula","2024","6","19","14:40","16.8","0"
"Helsinki Kumpula","2024","6","19","14:50","17.1","0"
"Helsinki Kumpula","2024","6","19","15:00","16.9","0"
"Helsinki Kumpula","2024","6","19","15:10","17.1","0"
"Helsinki Kumpula","2024","6","19","15:20","17.2","0"
"Helsinki Kumpula","2024","6","19","15:30","17.2","0"
"Helsinki Kumpula","2024","6","19","15:40","16.4","0"
"Helsinki Kumpula","2024","6","19","15:50","16.6","0"
"Helsinki Kumpula","2024","6","19","16:00","16","0"
"Helsinki Kumpula","2024","6","19","16:10","15.6","0"
"Helsinki Kumpula","2024","6","19","16:20","16.5","0"
"Helsinki Kumpula","2024","6","19","16:30","17.2","0"
"Helsinki Kumpula","2024","6","19","16:40","17.1","0"
"Helsinki Kumpula","2024","6","19","16:50","16.8","0"
"Helsinki Kumpula","2024","6","19","17:00","17","0"
"Helsinki Kumpula","2024","6","19","17:10","17.6","0"
"Helsinki Kumpula","2024","6","19","17:20","17.3","0"
"Helsinki Kumpula","2024","6","19","17:30","17.4","0"
"Helsinki Kumpula","2024","6","19","17:40","16.9","0"
"Helsinki Kumpula","2024","6","19","17:50","16.6","0"
"Helsinki Kumpula","2024","6","19","18:00","16.5","0"
"Helsinki Kumpula","2024","6","19","18:10","16.4","0"
"Helsinki Kumpula","2024","6","19","18:20","16.5","0"
"Helsinki Kumpula","2024","6","19","18:30","16.3","0"
"Helsinki Kumpula","2024","6","19","18:40","16.8","0"
"Helsinki Kumpula","2024","6","19","18:50","17.6","0"
"Helsinki Kumpula","2024","6","19","19:00","17.8","0"
"Helsinki Kumpula","2024","6","19","19:10","17.8","0"
"Helsinki Kumpula","2024","6","19","19:20","18.1","0"
"Helsinki Kumpula","2024","6","19","19:30","18.3","0"
"Helsinki Kumpula","2024","6","19","19:40","17.7","0"
"Helsinki Kumpula","2024","6","19","19:50","17.5","0"
"Helsinki Kumpula","2024","6","19","20:00","17.4","0"
"Helsinki Kumpula","2024","6","19","20:10","17.2","0"
"Helsinki Kumpula","2024","6","19","20:20","17","0"
"Helsinki Kumpula","2024","6","19","20:30","17","0"
"Helsinki Kumpula","2024","6","19","20:40","17.2","0"
"Helsinki Kumpula","2024","6","19","20:50","16.9","0"
"Helsinki Kumpula","2024","6","19","21:00","16.5","0"
"Helsinki Kumpula","2024","6","19","21:10","16.4","0"
"Helsinki Kumpula","2024","6","19","21:20","16.4","0"
"Helsinki Kumpula","2024","6","19","21:30","16.3","0"
"Helsinki Kumpula","2024","6","19","21:40","16.4","0"
"Helsinki Kumpula","2024","6","19","21:50","16.2","0"
"Helsinki Kumpula","2024","6","19","22:00","15.9","0"
"Helsinki Kumpula","2024","6","19","22:10","15.9","0"
"Helsinki Kumpula","2024","6","19","22:20","15.5","0"
"Helsinki Kumpula","2024","6","19","22:30","15.5","0"
"Helsinki Kumpula","2024","6","19","22:40","15.2","0"
"Helsinki Kumpula","2024","6","19","22:50","14.9","0"
"Helsinki Kumpula","2024","6","19","23:00","14.7","0"
"Helsinki Kumpula","2024","6","19","23:10","14.7","0"
"Helsinki Kumpula","2024","6","19","23:20","14.6","0"
"Helsinki Kumpula","2024","6","19","23:30","14.7","0"
"Helsinki Kumpula","2024","6","19","23:40","14.6","0"
"Helsinki Kumpula","2024","6","19","23:50","14.3","0"
"Helsinki Kumpula","2024","6","20","00:00","14.1","0"
"Helsinki Kumpula","2024","6","20","00:10","14","0"
"Helsinki Kumpula","2024","6","20","00:20","13.8","0"
"Helsinki Kumpula","2024","6","20","00:30","14.1","0"
"Helsinki Kumpula","2024","6","20","00:40","13.9","0"
"Helsinki Kumpula","2024","6","20","00:50","13.8","0"
"Helsinki Kumpula","2024","6","20","01:00","13.9","0"
"Helsinki Kumpula","2024","6","20","01:10","14","0"
"Helsinki Kumpula","2024","6","20","01:20","14.1","0"
"Helsinki Kumpula","2024","6","20","01:30","14.1","0"
"Helsinki Kumpula","2024","6","20","01:40","14.2","0"
"Helsinki Kumpula","2024","6","20","01:50","14.1","0"
"Helsinki Kumpula","2024","6","20","02:00","14.2","0"
"Helsinki Kumpula","2024","6","20","02:10","14.2","0"
"Helsinki Kumpula","2024","6","20","02:20","14.1","0"
"Helsinki Kumpula","2024","6","20","02:30","14.2","0"
"Helsinki Kumpula","2024","6","20","02:40","14.1","0"
"Helsinki Kumpula","2024","6","20","02:50","14.1","0"
"Helsinki Kumpula","2024","6","20","03:00","14","0"
"Helsinki Kumpula","2024","6","20","03:10","14","0"
"Helsinki Kumpula","2024","6","20","03:20","13.9","0"
"Helsinki Kumpula","2024","6","20","03:30","13.8","0"
"Helsinki Kumpula","2024","6","20","03:40","13.6","0"
"Helsinki Kumpula","2024","6","20","03:50","13.5","0"
"Helsinki Kumpula","2024","6","20","04:00","13.4","0"
"Helsinki Kumpula","2024","6","20","04:10","13.1","0"
"Helsinki Kumpula","2024","6","20","04:20","13.2","0"
"Helsinki Kumpula","2024","6","20","04:30","13.2","0"
"Helsinki Kumpula","2024","6","20","04:40","13","0"
"Helsinki Kumpula","2024","6","20","04:50","13.1","0"
"Helsinki Kumpula","2024","6","20","05:00","13.4","0"
"Helsinki Kumpula","2024","6","20","05:10","13.3","0"
"Helsinki Kumpula","2024","6","20","05:20","13.2","0"
"Helsinki Kumpula","2024","6","20","05:30","13.1","0"
"Helsinki Kumpula","2024","6","20","05:40","13.1","0"
"Helsinki Kumpula","2024","6","20","05:50","13.2","0"
"Helsinki Kumpula","2024","6","20","06:00","13.3","0"
"Helsinki Kumpula","2024","6","20","06:10","13.3","0"
"Helsinki Kumpula","2024","6","20","06:20","13.4","0"
"Helsinki Kumpula","2024","6","20","06:30","13.5","0"
"Helsinki Kumpula","2024","6","20","06:40","13.7","0"
"Helsinki Kumpula","2024","6","20","06:50","13.5","0"
"Helsinki Kumpula","2024","6","20","07:00","13.5","0"
"Helsinki Kumpula","2024","6","20","07:10","13.6","0"
"Helsinki Kumpula","2024","6","20","07:20","13.7","0"
"Helsinki Kumpula","2024","6","20","07:30","13.8","0"
"Helsinki Kumpula","2024","6","20","07:40","13.8","0"
"Helsinki Kumpula","2024","6","20","07:50","13.8","0"
"Helsinki Kumpula","2024","6","20","08:00","14","0"
"Helsinki Kumpula","2024","6","20","08:10","14.2","0"
"Helsinki Kumpula","2024","6","20","08:20","14.4","0"
"Helsinki Kumpula","2024","6","20","08:30","14.4","0"
"Helsinki Kumpula","2024","6","20","08:40","14.6","0"
"Helsinki Kumpula","2024","6","20","08:50","15.1","0"
"Helsinki Kumpula","2024","6","20","09:00","15","0"
"Helsinki Kumpula","2024","6","20","09:10","15.3","0"
"Helsinki Kumpula","2024","6","20","09:20","15.4","0"
"Helsinki Kumpula","2024","6","20","09:30","15.8","0"
"Helsinki Kumpula","2024","6","20","09:40","15.6","0"
"Helsinki Kumpula","2024","6","20","09:50","15.6","0"
"Helsinki Kumpula","2024","6","20","10:00","16","0"
"Helsinki Kumpula","2024","6","20","10:10","16.4","0"
"Helsinki Kumpula","2024","6","20","10:20","16.4","0"
"Helsinki Kumpula","2024","6","20","10:30","16.5","0"
"Helsinki Kumpula","2024","6","20","10:40","16.5","0"
"Helsinki Kumpula","2024","6","20","10:50","16.7","0"
"Helsinki Kumpula","2024","6","20","11:00","17.5","0"
"Helsinki Kumpula","2024","6","20","11:10","17.6","0"
"Helsinki Kumpula","2024","6","20","11:20","18","0"
"Helsinki Kumpula","2024","6","20","11:30","17.7","0"
"Helsinki Kumpula","2024","6","20","11:40","18.1","0"
"Helsinki Kumpula","2024","6","20","11:50","18.2","0"
"Helsinki Kumpula","2024","6","20","12:00","18.6","0"
"Helsinki Kumpula","2024","6","20","12:10","18.9","0"
"Helsinki Kumpula","2024","6","20","12:20","19","0"
"Helsinki Kumpula","2024","6","20","12:30","18.2","0"
"Helsinki Kumpula","2024","6","20","12:40","18.7","0"
"Helsinki Kumpula","2024","6","20","12:50","18.9","0"
"Helsinki Kumpula","2024","6","20","13:00","19.6","0"
"Helsinki Kumpula","2024","6","20","13:10","19","0"
"Helsinki Kumpula","2024","6","20","13:20","19.1","0"
"Helsinki Kumpula","2024","6","20","13:30","19.1","0"
"Helsinki Kumpula","2024","6","20","13:40","19.7","0"
"Helsinki Kumpula","2024","6","20","13:50","20.5","0"
"Helsinki Kumpula","2024","6","20","14:00","20.1","0"
"Helsinki Kumpula","2024","6","20","14:10","19.6","0"
"Helsinki Kumpula","2024","6","20","14:20","20","0"
"Helsinki Kumpula","2024","6","20","14:30","20","0"
"Helsinki Kumpula","2024","6","20","14:40","20.2","0"
"Helsinki Kumpula","2024","6","20","14:50","19.9","0"
"Helsinki Kumpula","2024","6","20","15:00","20.7","0"
"Helsinki Kumpula","2024","6","20","15:10","20.6","0"
"Helsinki Kumpula","2024","6","20","15:20","20.6","0"
"Helsinki Kumpula","2024","6","20","15:30","19.9","0"
"Helsinki Kumpula","2024","6","20","15:40","20.3","0"
"Helsinki Kumpula","2024","6","20","15:50","20.9","0"
"Helsinki Kumpula","2024","6","20","16:00","20.3","0"
"Helsinki Kumpula","2024","6","20","16:10","21.7","0"
"Helsinki Kumpula","2024","6","20","16:20","20.9","0"
"Helsinki Kumpula","2024","6","20","16:30","20.7","0"
"Helsinki Kumpula","2024","6","20","16:40","21.4","0"
"Helsinki Kumpula","2024","6","20","16:50","20.4","0"
"Helsinki Kumpula","2024","6","20","17:00","20.1","0"
"Helsinki Kumpula","2024","6","20","17:10","20.3","0"
"Helsinki Kumpula","2024","6","20","17:20","19.3","0"
"Helsinki Kumpula","2024","6","20","17:30","19.3","0"
"Helsinki Kumpula","2024","6","20","17:40","19.4","0"
"Helsinki Kumpula","2024","6","20","17:50","18.9","0"
"Helsinki Kumpula","2024","6","20","18:00","19.4","0"
"Helsinki Kumpula","2024","6","20","18:10","19.3","0"
"Helsinki Kumpula","2024","6","20","18:20","18.9","0"
"Helsinki Kumpula","2024","6","20","18:30","18.7","0"
"Helsinki Kumpula","2024","6","20","18:40","18.3","0"
"Helsinki Kumpula","2024","6","20","18:50","18.7","0"
"Helsinki Kumpula","2024","6","20","19:00","18.9","0"
"Helsinki Kumpula","2024","6","20","19:10","18.7","0"
"Helsinki Kumpula","2024","6","20","19:20","18.2","0"
"Helsinki Kumpula","2024","6","20","19:30","17.5","0"
"Helsinki Kumpula","2024","6","20","19:40","17.2","0"
"Helsinki Kumpula","2024","6","20","19:50","17.5","0"
"Helsinki Kumpula","2024","6","20","20:00","17.1","0"
"Helsinki Kumpula","2024","6","20","20:10","16.7","0"
"Helsinki Kumpula","2024","6","20","20:20","16.4","0"
"Helsinki Kumpula","2024","6","20","20:30","16.1","0"
"Helsinki Kumpula","2024","6","20","20:40","15.9","0"
"Helsinki Kumpula","2024","6","20","20:50","15.5","0"
"Helsinki Kumpula","2024","6","20","21:00","15.4","0"
"Helsinki Kumpula","2024","6","20","21:10","15.4","0"
"Helsinki Kumpula","2024","6","20","21:20","15.1","0"
"Helsinki Kumpula","2024","6","20","21:30","14.9","0"
"Helsinki Kumpula","2024","6","20","21:40","14.8","0"
"Helsinki Kumpula","2024","6","20","21:50","14.6","0"
"Helsinki Kumpula","2024","6","20","22:00","14.5","0"
"Helsinki Kumpula","2024","6","20","22:10","14.7","0"
"Helsinki Kumpula","2024","6","20","22:20","14.6","0"
"Helsinki Kumpula","2024","6","20","22:30","14.5","0"
"Helsinki Kumpula","2024","6","20","22:40","14.3","0"
"Helsinki Kumpula","2024","6","20","22:50","14.2","0"
"Helsinki Kumpula","2024","6","20","23:00","14","0"
"Helsinki Kumpula","2024","6","20","23:10","14","0"
"Helsinki Kumpula","2024","6","20","23:20","13.9","0"
"Helsinki Kumpula","2024","6","20","23:30","13.7","0"
"Helsinki Kumpula","2024","6","20","23:40","13.7","0"
"Helsinki Kumpula","2024","6","20","23:50","13.6","0"
"Helsinki Kumpula","2024","6","21","00:00","13.6","0"
"Helsinki Kumpula","2024","6","21","00:10","13.5","0"
"Helsinki Kumpula","2024","6","21","00:20","13.2","0"
"Helsinki Kumpula","2024","6","21","00:30","13.3","0"
"Helsinki Kumpula","2024","6","21","00:40","13.5","0"
"Helsinki Kumpula","2024","6","21","00:50","13.5","0"
"Helsinki Kumpula","2024","6","21","01:00","13.3","0"
"Helsinki Kumpula","2024","6","21","01:10","13.1","0"
"Helsinki Kumpula","2024","6","21","01:20","13.1","0"
"Helsinki Kumpula","2024","6","21","01:30","13","0"
"Helsinki Kumpula","2024","6","21","01:40","12.6","0"
"Helsinki Kumpula","2024","6","21","01:50","12.5","0"
"Helsinki Kumpula","2024","6","21","02:00","12.3","0"
"Helsinki Kumpula","2024","6","21","02:10","12.3","0"
"Helsinki Kumpula","2024","6","21","02:20","12.2","0"
"Helsinki Kumpula","2024","6","21","02:30","12","0"
"Helsinki Kumpula","2024","6","21","02:40","11.8","0"
"Helsinki Kumpula","2024","6","21","02:50","12.1","0"
"Helsinki Kumpula","2024","6","21","03:00","11.7","0"
